n_filmes,n_categorias,t_restante,t_execucao,v_filmes
12000,9,24,0.432483,23
12000,10,24,0.629937,21
12000,11,24,0.471903,21
12000,12,24,0.711423,23
12000,13,24,0.430691,22
12000,14,24,0.487179,20
12000,15,24,0.581822,23
12000,16,24,0.546809,23
12000,17,24,0.427959,21
12000,18,24,0.578759,22
12000,19,24,0.575759,22
12000,20,24,0.568866,22
12000,21,24,0.492323,23
12000,22,24,0.373222,21
12000,23,24,0.570441,23
12000,24,24,0.509451,24
12000,25,24,0.391301,23
12000,26,24,0.453131,23
12000,27,24,0.567000,19
12000,28,24,0.501551,24
12000,29,24,0.541559,24
12000,30,24,0.412346,23
12000,31,24,0.625472,24
12000,32,24,0.548197,23
12000,33,24,0.425256,24
12000,34,24,0.401178,24
12000,35,24,0.394147,23
12000,36,24,0.471141,24
12000,37,24,0.535539,24
12000,38,24,0.396289,21
12000,39,24,0.415859,22
12000,40,24,0.478757,24
12000,41,24,0.454691,24
12000,42,24,0.574758,22
12000,43,24,0.530369,24
12000,44,24,0.462169,22
12000,45,24,0.559818,24
12000,46,24,0.647539,24
12000,47,24,0.563934,23
12000,48,24,0.495612,24
12000,49,24,0.448362,24
12000,50,24,0.517342,23
13000,1,24,0.805211,1
13000,2,24,0.590731,3
13000,3,24,0.602679,5
13000,4,24,0.538504,10
13000,5,24,0.522695,7
13000,6,24,0.556610,16
13000,7,24,0.631405,16
13000,8,24,0.618702,24
13000,9,24,0.791138,19
13000,10,24,0.573374,19
13000,11,24,0.710149,21
13000,12,24,0.628837,22
13000,13,24,0.528381,22
13000,14,24,0.552412,23
13000,15,24,0.509411,23
13000,16,24,0.544751,23
13000,17,24,0.702912,19
13000,18,24,0.625116,23
13000,19,24,0.636469,23
13000,20,24,0.662857,24
13000,21,24,0.693286,24
13000,22,24,0.590777,23
13000,23,24,0.687881,22
13000,24,24,0.680230,23
13000,25,24,0.729326,24
13000,26,24,0.448179,22
13000,27,24,0.651857,22
13000,28,24,0.572103,23
13000,29,24,0.705130,24
13000,30,24,0.720897,23
13000,31,24,0.551108,23
13000,32,24,0.604499,24
13000,33,24,0.685189,23
13000,34,24,0.647589,24
13000,35,24,0.551702,24
13000,36,24,0.717829,24
13000,37,24,0.602024,21
13000,38,24,0.880313,21
13000,39,24,0.536142,23
13000,40,24,0.668819,24
13000,41,24,0.862742,23
13000,42,24,0.693868,24
13000,43,24,0.782617,23
13000,44,24,0.531095,23
13000,45,24,0.607692,23
13000,46,24,0.664599,24
13000,47,24,0.525103,23
13000,48,24,0.835878,24
13000,49,24,0.756621,24
13000,50,24,0.810846,23
14000,1,24,0.920956,1
14000,2,24,0.913845,2
14000,3,24,0.765945,5
14000,4,24,0.617266,14
14000,5,24,0.963867,17
14000,6,24,0.876583,18
14000,7,24,0.805861,16
14000,8,24,0.847635,18
14000,9,24,0.727196,20
14000,10,24,0.755347,20
14000,11,24,0.922220,18
14000,12,24,0.888751,23
14000,13,24,0.690787,24
14000,14,24,0.865394,21
14000,15,24,0.855799,24
14000,16,24,0.815363,24
14000,17,24,0.979032,22
14000,18,24,0.818267,23
14000,19,24,0.886378,24
14000,20,24,0.787777,24
14000,21,24,0.885666,24
14000,22,24,0.994809,24
14000,23,24,1.083373,23
14000,24,24,0.655892,23
14000,25,24,0.903765,23
14000,26,24,0.770434,24
14000,27,24,0.700124,24
14000,28,24,0.866944,24
14000,29,24,0.696023,22
14000,30,24,0.715890,23
14000,31,24,0.762351,22
14000,32,24,0.847377,23
14000,33,24,0.720848,24
14000,34,24,0.911323,24
14000,35,24,0.727232,24
14000,36,24,0.864767,24
14000,37,24,0.812806,22
14000,38,24,0.901230,24
14000,39,24,0.657265,24
14000,40,24,0.826372,24
14000,41,24,0.749251,23
14000,42,24,0.708516,22
14000,43,24,0.669969,24
14000,44,24,0.655352,23
14000,45,24,0.711664,22
14000,46,24,0.861531,24
14000,47,24,0.797230,23
14000,48,24,0.670287,24
14000,49,24,0.698326,23
14000,50,24,0.852058,23
15000,1,24,1.622553,1
15000,2,24,0.920323,2
15000,3,24,0.881425,7
15000,4,24,0.871936,11
15000,5,24,0.861539,11
15000,6,24,0.989118,18
15000,7,24,0.780976,16
15000,8,24,0.950741,21
15000,9,24,1.003837,22
15000,10,24,0.883993,20
15000,11,24,0.810149,21
15000,12,24,0.832670,19
15000,13,24,0.841431,23
15000,14,24,0.904308,22
15000,15,24,0.729016,23
15000,16,24,0.629930,24
15000,17,24,0.865823,21
15000,18,24,0.964836,23
15000,19,24,0.917778,24
15000,20,24,0.986318,23
15000,21,24,0.853470,24
15000,22,24,0.774739,24
15000,23,24,0.859379,23
15000,24,24,0.976258,23
15000,25,24,0.925064,23
15000,26,24,0.908915,24
15000,27,24,0.829977,24
15000,28,24,0.830996,24
15000,29,24,0.911158,24
15000,30,24,0.836996,24
15000,31,24,0.781620,23
15000,32,24,0.859541,23
15000,33,24,1.067134,23
15000,34,24,0.949906,21
15000,35,24,0.779694,23
15000,36,24,0.831642,24
15000,37,24,0.857955,23
15000,38,24,1.020456,24
15000,39,24,0.933531,24
15000,40,24,1.139793,23
15000,41,24,1.104294,24
15000,42,24,0.670738,24
15000,43,24,1.031729,24
15000,44,24,0.942506,23
15000,45,24,0.765287,24
15000,46,24,0.913990,21
15000,47,24,0.929132,24
15000,48,24,0.989302,22
15000,49,24,0.832810,24
15000,50,24,0.912981,24
16000,1,24,1.394152,1
16000,2,24,1.217467,3
16000,3,24,1.485073,7
16000,4,24,1.112734,12
16000,5,24,1.534393,15
16000,6,24,0.786030,14
16000,7,24,1.133418,22
16000,8,24,1.213715,23
16000,9,24,0.958048,21
16000,10,24,0.982413,22
16000,11,24,0.807795,20
16000,12,24,1.065444,23
16000,13,24,1.046734,22
16000,14,24,0.958444,24
16000,15,24,0.632871,24
16000,16,24,0.663766,23
16000,17,24,0.799954,21
16000,18,24,0.811685,21
16000,19,24,0.709017,21
16000,20,24,0.834088,22
16000,21,24,0.658325,23
16000,22,24,0.755085,23
16000,23,24,0.760891,24
16000,24,24,0.842351,24
16000,25,24,0.718662,23
16000,26,24,0.696195,22
16000,27,24,0.897597,22
16000,28,24,0.748175,23
16000,29,24,0.973735,24
16000,30,24,0.943726,24
16000,31,24,0.739245,24
16000,32,24,0.710852,23
16000,33,24,0.787363,24
16000,34,24,0.729030,24
16000,35,24,0.788850,23
16000,36,24,0.779923,23
16000,37,24,0.677462,23
16000,38,24,0.657072,24
16000,39,24,0.711156,23
16000,40,24,0.847665,24
16000,41,24,0.723500,24
16000,42,24,0.750337,23
16000,43,24,0.927503,23
16000,44,24,0.771803,22
16000,45,24,1.030710,24
16000,46,24,0.935264,24
16000,47,24,0.925463,22
16000,48,24,0.986070,24
16000,49,24,1.402866,24
16000,50,24,0.911785,24
17000,1,24,1.221705,1
17000,2,24,0.788887,3
17000,3,24,0.739524,8
17000,4,24,0.886463,12
17000,5,24,0.817791,15
17000,6,24,0.878670,20
17000,7,24,0.837717,23
17000,8,24,0.902397,20
17000,9,24,0.860926,21
17000,10,24,0.957052,24
17000,11,24,0.739782,24
17000,12,24,0.877210,20
17000,13,24,0.820566,20
17000,14,24,0.801239,21
17000,15,24,0.876070,22
17000,16,24,0.902245,21
17000,17,24,0.971997,24
17000,18,24,0.901412,24
17000,19,24,0.753156,20
17000,20,24,0.776867,24
17000,21,24,0.683694,23
17000,22,24,0.793357,23
17000,23,24,0.625486,23
17000,24,24,0.725582,21
17000,25,24,0.708389,21
17000,26,24,0.704255,23
17000,27,24,0.863053,23
17000,28,24,0.766912,24
17000,29,24,0.995703,23
17000,30,24,1.443696,22
17000,31,24,1.002339,22
17000,32,24,0.926699,24
17000,33,24,1.191768,23
17000,34,24,0.874898,24
17000,35,24,0.766410,23
17000,36,24,1.516594,22
17000,37,24,0.808193,23
17000,38,24,0.823842,24
17000,39,24,0.822373,23
17000,40,24,0.877487,24
17000,41,24,0.847944,20
17000,42,24,0.986270,24
17000,43,24,1.185572,22
17000,44,24,0.572836,24
17000,45,24,0.687669,24
17000,46,24,0.840257,22
17000,47,24,0.580946,23
17000,48,24,0.797773,24
17000,49,24,0.951489,24
17000,50,24,0.754488,24
18000,1,24,0.767119,1
18000,2,24,0.828057,3
18000,3,24,0.785150,4
18000,4,24,0.898207,9
18000,5,24,0.857130,15
18000,6,24,0.847214,17
18000,7,24,1.121605,20
18000,8,24,0.965950,18
18000,9,24,1.176880,22
18000,10,24,0.991631,20
18000,11,24,1.101566,24
18000,12,24,0.998670,23
18000,13,24,0.782953,23
18000,14,24,0.894841,23
18000,15,24,0.923691,21
18000,16,24,1.085260,24
18000,17,24,0.875041,24
18000,18,24,0.901501,24
18000,19,24,0.893839,22
18000,20,24,0.867356,24
18000,21,24,0.951585,22
18000,22,24,0.988091,24
18000,23,24,0.943475,23
18000,24,24,0.952570,23
18000,25,24,0.904012,24
18000,26,24,0.981623,24
18000,27,24,0.940708,22
18000,28,24,1.169723,24
18000,29,24,0.971040,22
18000,30,24,1.266912,23
18000,31,24,1.076630,21
18000,32,24,1.025491,22
18000,33,24,0.868786,24
18000,34,24,0.711951,24
18000,35,24,0.819501,22
18000,36,24,1.020732,24
18000,37,24,0.972143,23
18000,38,24,1.019379,24
18000,39,24,0.854453,23
18000,40,24,0.955660,23
18000,41,24,0.974445,24
18000,42,24,1.044302,23
18000,43,24,1.077031,24
18000,44,24,1.028084,24
18000,45,24,1.048999,24
18000,46,24,1.088781,23
18000,47,24,0.973665,24
18000,48,24,0.907483,22
18000,49,24,1.100314,24
18000,50,24,1.042829,24
19000,1,24,0.906291,1
19000,2,24,1.268957,4
19000,3,24,1.124437,6
19000,4,24,0.936245,12
19000,5,24,1.041237,18
19000,6,24,0.892603,18
19000,7,24,1.139259,14
19000,8,24,1.029251,19
19000,9,24,1.280216,22
